date,country,Percentage of IT jobs
2019-11-30T18:30:00.000Z,US,0.127556489550281
2019-12-07T18:30:00.000Z,US,0.126605525937539
2019-12-14T18:30:00.000Z,US,0.123920702309717
2019-12-21T18:30:00.000Z,US,0.12081767325925
2019-12-28T18:30:00.000Z,US,0.11819203329347
2020-01-04T18:30:00.000Z,US,0.11665780342696
2020-01-11T18:30:00.000Z,US,0.116504494063264
2020-01-18T18:30:00.000Z,US,0.119236958806355
2020-01-25T18:30:00.000Z,US,0.125123903848934
2020-02-01T18:30:00.000Z,US,0.132129185056554
2020-02-08T18:30:00.000Z,US,0.146093877416425
2020-02-15T18:30:00.000Z,US,0.155057067981199
2020-02-22T18:30:00.000Z,US,0.16350846563715
2020-02-29T18:30:00.000Z,US,0.17003323171919
2020-03-07T18:30:00.000Z,US,0.17241285481304
2020-03-14T18:30:00.000Z,US,0.176045024593631
2020-03-21T18:30:00.000Z,US,0.179423304017107
2020-03-28T18:30:00.000Z,US,0.185033470319141
2020-04-04T18:30:00.000Z,US,0.191842772619256
2020-04-11T18:30:00.000Z,US,0.202421410760355
2020-04-18T18:30:00.000Z,US,0.208786319688858
2020-04-25T18:30:00.000Z,US,0.209107553720608
2020-05-02T18:30:00.000Z,US,0.20832797152433
2020-05-09T18:30:00.000Z,US,0.202183845951154
2020-05-16T18:30:00.000Z,US,0.192703860301979
2020-05-23T18:30:00.000Z,US,0.182467935627032
2020-05-30T18:30:00.000Z,US,0.171625007824167
2020-06-06T18:30:00.000Z,US,0.161730201067723
2020-06-13T18:30:00.000Z,US,0.155610018042378
2020-06-20T18:30:00.000Z,US,0.149351003739169
2020-06-27T18:30:00.000Z,US,0.145469066744017
2020-07-04T18:30:00.000Z,US,0.141676202165272
2020-07-11T18:30:00.000Z,US,0.136543709159002
2020-07-18T18:30:00.000Z,US,0.132879652688098
2020-07-25T18:30:00.000Z,US,0.128398323579419
2020-08-01T18:30:00.000Z,US,0.122653345998539
2020-08-08T18:30:00.000Z,US,0.114828977014602
2020-08-15T18:30:00.000Z,US,0.107876890447367
2020-08-22T18:30:00.000Z,US,0.100465907213261
2020-08-29T18:30:00.000Z,US,0.0919920336952119
2020-09-05T18:30:00.000Z,US,0.0850833071914468
2020-09-12T18:30:00.000Z,US,0.0790979053037919
2020-09-19T18:30:00.000Z,US,0.0744585651245735
2020-09-26T18:30:00.000Z,US,0.0725525374737721
2020-10-03T18:30:00.000Z,US,0.0713521304386832
2020-10-10T18:30:00.000Z,US,0.0725046091318765
